Date : Fri Oct 13 04:16:02 KST 2017, Who : Patrick, VRCode : STDVIV30, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDVIV32, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : STDKIN42, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : SETOCC14, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR27, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR28, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDVIV33, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR29, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : STDKIN43, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : MOBVRB99, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC00, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBVRB91, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : SETPVR15, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : SETPVR16, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC01, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDVIV34, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : STDKIN44, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : SETPVR17, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : MOBDLO100, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : SETPVR18, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : MOBDLO101, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC02, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC03, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : STDKIN45, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBVRB92, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : SETPVR19, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC04, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : SETPVR20, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : STDKIN46, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC05, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : MOBDLO102, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBVRB93, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBVRB94, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : STDKIN47, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDVIV35, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : STDKIN48, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBVRB95, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDVIV36, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBVRB96, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : SETPVR21, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDVIV37, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : MOBDLO103, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : SETPVR22, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : STDKIN49, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : MOBDLO104, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : MOBDLO105, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDVIV38, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC06, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : STDWII50, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC07, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBVRB97, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC08, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBVRB98, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDVIV39, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : MOBDLO106, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC09, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : STDWII51, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : MOBDLO107, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : MOBDLO108, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : STDWII52, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : SETPVR23, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC10, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDKIN40, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC11, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDKIN41, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : MOBDLO109, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : MOBSVR70, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC12, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : STDWII53, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC13, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : MOBSVR71, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDKIN42, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : STDWII54, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETOCC14, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDKIN43, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : STDWII55, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : STDWII56, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : MOBSVR72, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : MOBSVR73, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBVRB99, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR15, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : SETPVR24, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : STDWII57, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR16, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDKIN44, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR17, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBDLO100, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : STDWII58, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : MOBSVR74, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR18, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBDLO101, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDKIN45, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR19, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : MOBSVR75, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : STDWII59, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : SETPVR25, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR20, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDKIN46, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : STDVIV30, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : SETPVR26, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : MOBSVR76, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : SETPVR27, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : MOBSVR77, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : MOBSVR78, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBDLO102, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : SETPVR28, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDKIN47, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDKIN48, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR21, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : STDVIV31, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBDLO103, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR22, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : SETPVR29, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : SETOCC00, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDKIN49, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : SETOCC01, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : SETOCC02, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : MOBSVR79, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBDLO104, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBDLO105, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDWII50, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : SETOCC03, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : STDVIV32, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : STDVIV33, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBDLO106, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : SETOCC04, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDWII51, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : SETOCC05, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBDLO107, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBDLO108, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDWII52, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR23, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : MOBGCB80, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBDLO109, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBSVR70, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDWII53, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : SETOCC06, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBSVR71, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDWII54, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDWII55, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDWII56, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBSVR72, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : STDVIV34, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : SETOCC07, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : MOBGCB81, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : STDVIV35, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBSVR73, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR24, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : MOBGCB82, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDWII57, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDWII58, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBSVR74, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : STDVIV36, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBSVR75, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDWII59, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : STDVIV37, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : SETOCC08, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR25, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDVIV30, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR26, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : MOBGCB83, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBSVR76, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : SETOCC09, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR27, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : STDVIV38, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBSVR77, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : MOBGCB84, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : SETOCC10, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : STDVIV39, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : SETOCC11, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBSVR78, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : STDKIN40, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : MOBGCB85, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR28, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDVIV31, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :SETPVR29, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC00, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC01, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC02, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBSVR79, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC03, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDVIV32, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : STDKIN41, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDVIV33, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC04, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC05, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : STDKIN42, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : MOBGCB86, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBGCB80, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC06, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : STDKIN43, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : MOBGCB87, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : STDKIN44, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : SETOCC12, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDVIV34, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC07, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBGCB81, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDVIV35, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBGCB82, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : STDKIN45, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDVIV36, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDVIV37, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC08, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBGCB83, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC09, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDVIV38, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBGCB84, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : MOBGCB88, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : STDKIN46, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC10, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : STDKIN47, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : MOBGCB89, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDVIV39, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : STDKIN48, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC11, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : STDKIN49, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDKIN40, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : SETOCC13, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : MOBVRB90, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBGCB85, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : STDWII50, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : STDWII51, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : STDWII52, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDKIN41, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : STDWII53, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDKIN42, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : SETOCC14, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBGCB86, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDKIN43, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBGCB87, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : STDWII54, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : STDWII55, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : MOBVRB91, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDKIN44, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC12, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : STDWII56, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : STDWII57, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : MOBVRB92, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : MOBVRB93, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDKIN45, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBGCB88, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDKIN46, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDKIN47, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : SETPVR15, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : SETPVR16, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBGCB89, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : STDWII58, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDKIN48, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : MOBVRB94, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDKIN49, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC13, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : SETPVR17, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBVRB90, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : SETPVR18, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDWII50, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : SETPVR19, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDWII51, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : STDWII59, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : SETPVR20, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : STDVIV30, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDWII52, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDWII53, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : MOBVRB95, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETOCC14, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDWII54, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDWII55, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : SETPVR21, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : STDVIV31, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBVRB91, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : MOBVRB96, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDWII56, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDWII57, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : SETPVR22, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBVRB92, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBVRB93, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : SETPVR23, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : SETPVR24, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : STDVIV32, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : STDVIV33, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : STDVIV34, isRenting : true
